Entry No.,Region,Time Slot,Delivery Day,Article Type,Recipient Type,Distance (km),Delivery Attempt,Delivery Success,Special Instructions
1039,Bangalore Central,10-12,Thursday,Parcel,Government,5.82,1,True,Signature required
1040,Bangalore East,3-5,Wednesday,Parcel,Individual,12.63,1,True,Signature required
1041,Bangalore East,10-12,Saturday,Parcel,Government,7.15,1,True,Leave at doorstep
1042,Bangalore South,10-12,Tuesday,Document,Government,10.02,2,True,Leave at doorstep
1043,Bangalore East,10-12,Wednesday,Letter,Government,8.42,1,False,Leave at doorstep
1044,Bangalore Central,12-2,Friday,Parcel,Business,4.84,2,True,Leave at doorstep
1045,Bangalore East,3-5,Thursday,Letter,Individual,11.33,1,False,Leave at doorstep
1046,Bangalore Central,10-12,Thursday,Document,Government,5.18,2,False,No special instructions
1047,Bangalore Central,12-2,Tuesday,Package,Government,7.1,2,True,No special instructions
1048,Bangalore Central,10-12,Friday,Document,Government,11.29,2,False,Call before delivery
1049,Bangalore South,10-12,Wednesday,Letter,Individual,11.16,1,True,Call before delivery
1050,Bangalore East,3-5,Wednesday,Letter,Government,3.74,1,False,No special instructions
1051,Bangalore Central,3-5,Saturday,Package,Business,11.13,2,True,Signature required
1052,Bangalore East,10-12,Saturday,Letter,Business,2.91,2,False,Leave at doorstep
1053,Bangalore North,3-5,Monday,Document,Business,4.23,1,False,Signature required
1054,Bangalore South,12-2,Tuesday,Letter,Business,1.05,2,True,No special instructions
1055,Bangalore North,10-12,Saturday,Letter,Government,13.05,2,False,Leave at doorstep
1056,Bangalore South,10-12,Saturday,Document,Individual,2.52,2,False,Leave at doorstep
1057,Bangalore North,10-12,Thursday,Package,Government,14.15,2,False,Leave at doorstep
1058,Bangalore South,10-12,Saturday,Parcel,Individual,8.53,2,True,No special instructions
1059,Bangalore North,12-2,Saturday,Document,Business,6.09,1,True,Signature required
1060,Bangalore South,10-12,Saturday,Letter,Business,2.13,1,True,Signature required
1061,Bangalore North,10-12,Wednesday,Parcel,Government,6.69,2,True,No special instructions
1062,Bangalore Central,3-5,Friday,Letter,Government,10.44,1,True,Leave at doorstep
1063,Bangalore East,10-12,Monday,Package,Government,6.28,2,False,Signature required
1064,Bangalore Central,10-12,Thursday,Letter,Government,11.91,1,False,Call before delivery
1065,Bangalore North,3-5,Wednesday,Document,Business,12.94,1,False,Leave at doorstep
1066,Bangalore North,10-12,Thursday,Package,Individual,7.7,2,False,Call before delivery
1067,Bangalore North,10-12,Saturday,Document,Government,1.04,2,False,No special instructions
1068,Bangalore North,10-12,Wednesday,Parcel,Individual,5.65,1,True,Leave at doorstep
1069,Bangalore East,10-12,Tuesday,Parcel,Individual,7.44,2,False,No special instructions
1070,Bangalore East,10-12,Monday,Document,Business,8.92,2,True,Leave at doorstep
1071,Bangalore East,10-12,Tuesday,Letter,Government,14.23,1,True,Call before delivery
1072,Bangalore East,12-2,Thursday,Parcel,Individual,10.92,1,False,Call before delivery
1073,Bangalore South,12-2,Saturday,Parcel,Business,2.47,2,True,No special instructions
1074,Bangalore Central,12-2,Friday,Package,Government,4.09,2,True,Signature required
1075,Bangalore East,3-5,Saturday,Package,Business,12.29,1,False,Signature required
1076,Bangalore South,3-5,Tuesday,Document,Individual,12.73,2,True,Signature required
1077,Bangalore Central,10-12,Friday,Package,Business,6.62,2,False,No special instructions
1078,Bangalore North,3-5,Friday,Parcel,Business,11.14,2,False,No special instructions
1079,Bangalore Central,12-2,Tuesday,Package,Business,7.79,1,True,Call before delivery
1080,Bangalore East,12-2,Thursday,Parcel,Individual,7.22,1,True,No special instructions
1081,Bangalore East,12-2,Wednesday,Document,Individual,5.26,1,False,Signature required
1082,Bangalore East,12-2,Saturday,Parcel,Individual,4.1,1,True,Signature required
1083,Bangalore East,3-5,Wednesday,Document,Individual,7.47,1,False,Leave at doorstep
1084,Bangalore Central,10-12,Wednesday,Document,Individual,6.33,2,False,Leave at doorstep
1085,Bangalore Central,10-12,Saturday,Parcel,Business,12.32,2,True,Leave at doorstep
1086,Bangalore Central,3-5,Wednesday,Letter,Business,4.12,2,False,Signature required
1087,Bangalore East,3-5,Monday,Document,Business,10.28,1,False,Leave at doorstep
1088,Bangalore East,3-5,Monday,Document,Business,8.45,2,True,Signature required
1089,Bangalore East,12-2,Friday,Document,Government,6.67,1,False,No special instructions
1090,Bangalore North,12-2,Wednesday,Letter,Government,11.51,1,True,Call before delivery
1091,Bangalore Central,10-12,Saturday,Document,Business,12.55,2,True,Call before delivery
1092,Bangalore Central,10-12,Monday,Document,Government,1.07,1,False,Call before delivery
1093,Bangalore South,3-5,Friday,Package,Business,12.56,2,False,Call before delivery
1094,Bangalore South,12-2,Friday,Parcel,Individual,5.68,2,False,No special instructions
1095,Bangalore Central,10-12,Thursday,Parcel,Individual,12.48,2,True,Call before delivery
1096,Bangalore East,3-5,Thursday,Package,Business,8.28,2,True,No special instructions
1097,Bangalore Central,10-12,Friday,Package,Individual,1.04,2,True,Leave at doorstep
1098,Bangalore Central,12-2,Wednesday,Parcel,Individual,1.84,1,False,Call before delivery
1099,Bangalore East,10-12,Thursday,Document,Individual,11.8,1,False,Call before delivery
1100,Bangalore South,3-5,Friday,Document,Individual,14.5,1,False,No special instructions
1101,Bangalore South,12-2,Saturday,Document,Business,6.53,1,False,No special instructions
1102,Bangalore South,10-12,Monday,Package,Individual,11.2,1,False,Call before delivery
1103,Bangalore East,12-2,Monday,Parcel,Individual,12.79,2,False,Leave at doorstep
1104,Bangalore Central,3-5,Thursday,Parcel,Business,13.69,1,False,No special instructions
1105,Bangalore North,3-5,Friday,Package,Business,12.37,1,False,Leave at doorstep
1106,Bangalore Central,10-12,Friday,Parcel,Business,11.26,1,False,Call before delivery
1107,Bangalore Central,12-2,Monday,Letter,Government,10.12,1,False,Leave at doorstep
1108,Bangalore Central,3-5,Wednesday,Letter,Business,10.53,2,True,No special instructions
1109,Bangalore South,3-5,Monday,Letter,Individual,12.98,1,True,Call before delivery
1110,Bangalore South,12-2,Saturday,Letter,Government,13.08,2,False,Signature required
1111,Bangalore Central,3-5,Saturday,Parcel,Business,14.88,2,False,Signature required
1112,Bangalore South,10-12,Friday,Document,Individual,2.7,2,True,Leave at doorstep
1113,Bangalore North,12-2,Friday,Parcel,Business,6.18,2,False,Leave at doorstep
1114,Bangalore East,12-2,Saturday,Document,Business,14.92,1,True,No special instructions
1115,Bangalore East,12-2,Friday,Letter,Business,7.97,2,True,Call before delivery
1116,Bangalore South,12-2,Saturday,Letter,Individual,3.08,2,True,Call before delivery
1117,Bangalore East,3-5,Tuesday,Letter,Business,7.93,2,False,No special instructions
1118,Bangalore Central,10-12,Thursday,Document,Government,11.49,1,False,Leave at doorstep
1119,Bangalore South,10-12,Tuesday,Document,Business,9.51,1,True,Leave at doorstep
1120,Bangalore East,3-5,Friday,Document,Government,7.69,1,False,Leave at doorstep
1121,Bangalore North,12-2,Friday,Parcel,Government,12.49,2,True,Signature required
1122,Bangalore East,3-5,Saturday,Letter,Business,14.12,2,False,Call before delivery
1123,Bangalore Central,3-5,Friday,Package,Individual,13.0,2,True,Signature required
1124,Bangalore Central,10-12,Monday,Letter,Business,12.68,2,False,Call before delivery
1125,Bangalore Central,12-2,Friday,Document,Individual,6.23,1,False,Call before delivery
1126,Bangalore East,3-5,Thursday,Parcel,Government,13.76,2,True,Signature required
1127,Bangalore North,12-2,Thursday,Document,Business,12.12,1,True,No special instructions
1128,Bangalore North,3-5,Friday,Parcel,Individual,1.43,2,False,Leave at doorstep
1129,Bangalore East,3-5,Saturday,Parcel,Business,3.26,1,True,Signature required
1130,Bangalore South,10-12,Friday,Package,Business,4.59,1,False,No special instructions
1131,Bangalore East,3-5,Wednesday,Document,Business,12.92,1,True,Signature required
1132,Bangalore North,3-5,Monday,Parcel,Individual,1.68,1,False,No special instructions
1133,Bangalore North,3-5,Tuesday,Document,Individual,6.99,1,True,Leave at doorstep
1134,Bangalore South,10-12,Wednesday,Document,Government,13.44,1,True,No special instructions
1135,Bangalore Central,10-12,Wednesday,Parcel,Individual,13.54,2,False,No special instructions
1136,Bangalore North,12-2,Saturday,Document,Individual,9.3,1,False,Call before delivery
1137,Bangalore North,3-5,Saturday,Package,Government,6.63,2,False,No special instructions
1138,Bangalore South,10-12,Monday,Parcel,Government,11.53,2,True,Signature required
1139,Bangalore Central,10-12,Saturday,Letter,Individual,6.78,1,True,Call before delivery
1140,Bangalore East,12-2,Wednesday,Document,Individual,13.69,1,False,Signature required
1141,Bangalore South,10-12,Tuesday,Package,Government,4.65,2,True,Signature required
1142,Bangalore South,3-5,Thursday,Package,Business,4.99,2,False,Call before delivery
1143,Bangalore East,12-2,Friday,Letter,Government,5.1,2,True,Call before delivery
1144,Bangalore North,3-5,Saturday,Package,Business,11.87,1,True,No special instructions
1145,Bangalore North,12-2,Saturday,Letter,Government,11.11,1,True,Call before delivery
1146,Bangalore North,12-2,Monday,Parcel,Government,13.44,1,True,No special instructions
1147,Bangalore North,12-2,Tuesday,Parcel,Government,8.4,2,True,Call before delivery
1148,Bangalore South,3-5,Monday,Package,Business,9.99,2,False,Signature required
1149,Bangalore South,3-5,Monday,Letter,Business,10.11,1,False,Leave at doorstep
1150,Bangalore Central,10-12,Saturday,Letter,Government,10.71,1,True,No special instructions
1151,Bangalore East,12-2,Friday,Parcel,Government,12.77,1,False,No special instructions
1152,Bangalore East,3-5,Thursday,Parcel,Individual,10.49,2,True,Call before delivery
1153,Bangalore East,3-5,Wednesday,Letter,Individual,9.82,2,True,Signature required
1154,Bangalore North,10-12,Saturday,Package,Government,2.25,1,True,Leave at doorstep
1155,Bangalore East,10-12,Thursday,Parcel,Government,13.34,2,False,No special instructions
1156,Bangalore North,12-2,Tuesday,Package,Individual,11.76,1,False,No special instructions
1157,Bangalore North,3-5,Thursday,Letter,Government,11.71,1,False,Leave at doorstep
1158,Bangalore North,10-12,Saturday,Document,Individual,8.0,1,False,Leave at doorstep
1159,Bangalore North,12-2,Monday,Package,Individual,6.26,1,False,Leave at doorstep
1160,Bangalore South,12-2,Friday,Package,Business,1.0,2,True,Signature required
1161,Bangalore Central,3-5,Wednesday,Package,Business,2.8,2,False,No special instructions
1162,Bangalore Central,3-5,Monday,Document,Individual,4.66,2,False,No special instructions
1163,Bangalore East,3-5,Saturday,Parcel,Government,14.72,1,False,Call before delivery
1164,Bangalore North,12-2,Friday,Document,Business,2.09,2,True,Call before delivery
1165,Bangalore East,10-12,Saturday,Parcel,Government,3.07,1,True,No special instructions
1166,Bangalore South,3-5,Saturday,Package,Business,10.35,1,False,Call before delivery
1167,Bangalore North,12-2,Monday,Letter,Government,13.9,1,True,Leave at doorstep
1168,Bangalore East,3-5,Thursday,Document,Individual,8.48,2,False,No special instructions
1169,Bangalore North,3-5,Friday,Parcel,Individual,7.36,1,False,No special instructions
1170,Bangalore Central,3-5,Monday,Document,Business,14.05,2,True,Signature required
1171,Bangalore Central,10-12,Thursday,Document,Individual,10.13,2,False,No special instructions
1172,Bangalore Central,10-12,Friday,Package,Government,6.42,1,False,Call before delivery
1173,Bangalore Central,3-5,Wednesday,Letter,Business,10.88,2,False,No special instructions
1174,Bangalore South,3-5,Tuesday,Parcel,Individual,14.55,1,False,Call before delivery
1175,Bangalore East,12-2,Thursday,Document,Business,7.37,2,False,Signature required
1176,Bangalore North,10-12,Friday,Package,Individual,13.44,2,False,Call before delivery
1177,Bangalore North,3-5,Friday,Document,Government,5.77,2,False,Signature required
1178,Bangalore South,3-5,Wednesday,Letter,Business,6.24,2,True,Signature required
1179,Bangalore Central,12-2,Monday,Document,Business,4.78,2,True,Signature required
1180,Bangalore South,12-2,Saturday,Package,Business,3.0,1,False,No special instructions
1181,Bangalore East,10-12,Tuesday,Document,Government,2.93,1,False,Signature required
1182,Bangalore North,3-5,Friday,Package,Individual,11.38,1,True,Leave at doorstep
1183,Bangalore North,3-5,Saturday,Letter,Business,4.74,1,True,Call before delivery
1184,Bangalore Central,10-12,Friday,Letter,Business,9.38,1,True,Call before delivery
1185,Bangalore South,12-2,Monday,Package,Government,4.87,1,False,Call before delivery
1186,Bangalore South,10-12,Friday,Letter,Business,14.73,1,False,Call before delivery
1187,Bangalore North,3-5,Friday,Letter,Business,12.76,1,False,Leave at doorstep
1188,Bangalore Central,12-2,Thursday,Parcel,Government,2.11,1,True,No special instructions
1189,Bangalore North,12-2,Saturday,Letter,Business,3.87,1,True,Call before delivery
1190,Bangalore Central,10-12,Tuesday,Parcel,Business,10.37,1,False,Call before delivery
1191,Bangalore East,3-5,Friday,Package,Government,6.11,1,False,No special instructions
1192,Bangalore Central,3-5,Friday,Parcel,Individual,1.59,1,True,Signature required
1193,Bangalore North,3-5,Saturday,Document,Individual,9.83,1,False,Leave at doorstep
1194,Bangalore East,10-12,Tuesday,Package,Individual,8.39,1,False,Call before delivery
1195,Bangalore North,10-12,Thursday,Letter,Government,10.49,2,False,Leave at doorstep
1196,Bangalore North,10-12,Saturday,Package,Individual,9.57,2,True,Call before delivery
1197,Bangalore North,12-2,Tuesday,Letter,Business,8.5,2,False,Call before delivery
1198,Bangalore Central,3-5,Wednesday,Parcel,Government,10.74,1,True,Call before delivery
1199,Bangalore North,3-5,Saturday,Parcel,Business,14.18,2,False,No special instructions
1200,Bangalore North,3-5,Friday,Package,Business,2.51,2,True,Leave at doorstep
1201,Bangalore Central,12-2,Saturday,Letter,Business,2.31,2,True,Call before delivery
1202,Bangalore East,10-12,Monday,Package,Individual,9.89,2,True,Call before delivery
1203,Bangalore North,3-5,Friday,Document,Business,7.77,2,True,Signature required
1204,Bangalore Central,10-12,Monday,Parcel,Business,14.02,2,False,Signature required
1205,Bangalore Central,12-2,Wednesday,Letter,Business,4.62,1,True,No special instructions
1206,Bangalore North,12-2,Thursday,Parcel,Government,3.0,1,True,Call before delivery
1207,Bangalore Central,10-12,Monday,Package,Individual,10.1,2,True,Leave at doorstep
1208,Bangalore Central,3-5,Saturday,Package,Individual,9.92,1,False,Signature required
1209,Bangalore South,10-12,Thursday,Letter,Government,13.81,2,True,Signature required
1210,Bangalore Central,12-2,Tuesday,Document,Business,3.92,2,False,Leave at doorstep
1211,Bangalore East,12-2,Wednesday,Document,Government,2.5,1,False,Call before delivery
1212,Bangalore South,3-5,Saturday,Letter,Government,8.47,2,False,Call before delivery
1213,Bangalore Central,10-12,Thursday,Letter,Individual,12.55,2,True,Signature required
1214,Bangalore East,12-2,Saturday,Document,Business,10.41,2,False,Signature required
1215,Bangalore South,12-2,Monday,Package,Government,4.42,1,True,No special instructions
1216,Bangalore Central,3-5,Saturday,Parcel,Government,6.8,1,False,Call before delivery
1217,Bangalore East,10-12,Thursday,Parcel,Business,13.78,1,True,Leave at doorstep
1218,Bangalore East,10-12,Wednesday,Letter,Government,9.57,1,True,No special instructions
1219,Bangalore North,3-5,Saturday,Document,Government,6.1,1,False,Leave at doorstep
1220,Bangalore North,10-12,Tuesday,Document,Business,12.15,1,False,Leave at doorstep
1221,Bangalore East,10-12,Wednesday,Letter,Individual,5.21,1,True,Leave at doorstep
1222,Bangalore South,12-2,Tuesday,Letter,Individual,11.01,1,True,No special instructions
1223,Bangalore North,10-12,Tuesday,Package,Individual,8.18,1,True,Leave at doorstep
1224,Bangalore Central,3-5,Tuesday,Letter,Government,10.06,1,False,Signature required
1225,Bangalore North,3-5,Wednesday,Letter,Individual,2.55,2,True,No special instructions
1226,Bangalore North,3-5,Thursday,Letter,Business,5.53,1,False,Signature required
1227,Bangalore East,3-5,Saturday,Letter,Individual,12.6,2,False,Call before delivery
1228,Bangalore South,12-2,Saturday,Document,Individual,1.05,2,False,No special instructions
1229,Bangalore North,12-2,Monday,Parcel,Individual,4.36,1,True,Signature required
1230,Bangalore South,3-5,Tuesday,Package,Business,3.17,2,False,Call before delivery
1231,Bangalore East,3-5,Tuesday,Parcel,Government,1.12,2,True,Signature required
1232,Bangalore Central,12-2,Friday,Package,Individual,14.28,1,False,Leave at doorstep
1233,Bangalore East,12-2,Thursday,Parcel,Business,6.06,2,True,Signature required
1234,Bangalore North,12-2,Monday,Letter,Business,12.84,2,False,Signature required
1235,Bangalore South,3-5,Tuesday,Parcel,Business,5.56,2,True,Leave at doorstep
1236,Bangalore Central,12-2,Tuesday,Document,Individual,4.03,2,True,Signature required
1237,Bangalore South,3-5,Saturday,Letter,Individual,11.21,2,True,Call before delivery
1238,Bangalore South,10-12,Tuesday,Parcel,Government,5.2,1,False,Signature required
1239,Bangalore South,10-12,Monday,Document,Individual,2.34,2,True,Call before delivery
1240,Bangalore South,10-12,Monday,Letter,Business,13.17,2,True,Leave at doorstep
1241,Bangalore South,10-12,Wednesday,Package,Business,13.1,2,False,Leave at doorstep
1242,Bangalore Central,12-2,Monday,Document,Business,1.68,1,False,Call before delivery
1243,Bangalore Central,12-2,Saturday,Document,Government,14.73,1,True,Leave at doorstep
1244,Bangalore East,12-2,Tuesday,Parcel,Government,6.35,2,True,No special instructions
1245,Bangalore East,3-5,Tuesday,Package,Business,1.91,2,True,No special instructions
1246,Bangalore Central,3-5,Saturday,Parcel,Individual,7.04,2,True,Call before delivery
1247,Bangalore Central,12-2,Friday,Package,Individual,12.75,2,False,Signature required
1248,Bangalore North,3-5,Monday,Parcel,Government,14.41,2,True,Leave at doorstep
1249,Bangalore North,3-5,Friday,Letter,Government,3.38,1,False,No special instructions
1250,Bangalore Central,10-12,Saturday,Letter,Government,3.57,1,True,Call before delivery
1251,Bangalore East,10-12,Wednesday,Parcel,Government,4.23,2,False,Leave at doorstep
1252,Bangalore East,3-5,Tuesday,Letter,Individual,2.8,2,True,Leave at doorstep
1253,Bangalore Central,3-5,Tuesday,Package,Individual,7.75,1,True,Leave at doorstep
1254,Bangalore South,12-2,Thursday,Document,Business,5.56,1,True,Leave at doorstep
1255,Bangalore East,12-2,Tuesday,Letter,Business,9.67,2,True,Call before delivery
1256,Bangalore East,10-12,Thursday,Parcel,Government,5.19,2,False,No special instructions
1257,Bangalore Central,12-2,Wednesday,Parcel,Individual,13.91,1,False,Leave at doorstep
1258,Bangalore Central,3-5,Tuesday,Document,Individual,8.71,2,False,Leave at doorstep
1259,Bangalore East,12-2,Thursday,Package,Business,10.76,2,False,Call before delivery
1260,Bangalore Central,12-2,Tuesday,Parcel,Government,3.21,2,True,Signature required
1261,Bangalore Central,3-5,Friday,Letter,Individual,12.93,2,True,Signature required
1262,Bangalore Central,3-5,Monday,Letter,Government,11.49,2,False,Signature required
1263,Bangalore North,10-12,Friday,Package,Business,3.4,1,False,No special instructions
1264,Bangalore East,3-5,Monday,Package,Business,6.82,1,False,Leave at doorstep
1265,Bangalore East,3-5,Friday,Document,Individual,6.65,1,True,Signature required
1266,Bangalore South,10-12,Monday,Package,Government,12.88,2,True,Call before delivery
1267,Bangalore South,10-12,Friday,Document,Business,3.28,2,True,Signature required
1268,Bangalore North,12-2,Friday,Document,Government,14.42,2,False,Signature required
1269,Bangalore North,3-5,Wednesday,Document,Government,1.79,2,False,Signature required
1270,Bangalore South,3-5,Monday,Document,Business,3.34,1,False,Call before delivery
1271,Bangalore East,12-2,Wednesday,Parcel,Business,6.72,1,False,Call before delivery
1272,Bangalore East,10-12,Tuesday,Document,Individual,4.28,1,True,Signature required
1273,Bangalore Central,10-12,Thursday,Package,Business,14.15,2,True,Leave at doorstep
1274,Bangalore South,3-5,Monday,Package,Individual,5.81,2,True,Call before delivery
1275,Bangalore Central,3-5,Monday,Document,Individual,5.19,1,False,Leave at doorstep
1276,Bangalore Central,10-12,Tuesday,Letter,Business,4.82,2,True,Signature required
1277,Bangalore South,10-12,Friday,Document,Individual,1.83,2,False,No special instructions
1278,Bangalore South,3-5,Tuesday,Document,Government,11.98,1,False,Call before delivery
1279,Bangalore East,3-5,Monday,Letter,Individual,13.75,1,False,Call before delivery
1280,Bangalore East,3-5,Saturday,Document,Government,10.62,2,True,Call before delivery
1281,Bangalore South,12-2,Tuesday,Parcel,Individual,12.52,2,False,Signature required
1282,Bangalore North,3-5,Wednesday,Parcel,Government,6.53,1,False,Call before delivery
1283,Bangalore Central,12-2,Wednesday,Package,Government,10.48,1,False,No special instructions
1284,Bangalore South,12-2,Thursday,Document,Government,8.84,1,True,Call before delivery
1285,Bangalore North,3-5,Monday,Package,Individual,5.85,1,True,No special instructions
1286,Bangalore North,10-12,Tuesday,Document,Business,1.87,1,False,Signature required
1287,Bangalore North,12-2,Monday,Letter,Government,7.72,2,True,Call before delivery
1288,Bangalore North,12-2,Tuesday,Document,Business,2.11,2,True,Signature required
1289,Bangalore East,10-12,Thursday,Letter,Individual,5.79,2,True,Signature required
1290,Bangalore South,12-2,Monday,Parcel,Business,7.38,2,False,No special instructions
1291,Bangalore East,10-12,Wednesday,Document,Business,8.87,2,False,Leave at doorstep
1292,Bangalore Central,3-5,Saturday,Parcel,Business,11.57,1,True,Call before delivery
1293,Bangalore Central,12-2,Thursday,Letter,Individual,8.32,1,False,No special instructions
1294,Bangalore Central,12-2,Wednesday,Letter,Business,14.49,1,False,Leave at doorstep
1295,Bangalore North,3-5,Saturday,Letter,Individual,14.42,2,False,Leave at doorstep
1296,Bangalore South,3-5,Monday,Parcel,Individual,6.92,2,True,Leave at doorstep
1297,Bangalore North,10-12,Saturday,Package,Government,2.15,2,False,Leave at doorstep
1298,Bangalore South,3-5,Wednesday,Document,Business,7.56,2,True,Leave at doorstep
1299,Bangalore East,10-12,Friday,Package,Individual,9.65,2,False,Call before delivery
1300,Bangalore East,3-5,Friday,Document,Business,9.44,1,False,Leave at doorstep
1301,Bangalore North,3-5,Tuesday,Document,Individual,4.35,2,True,Leave at doorstep
1302,Bangalore East,12-2,Monday,Document,Government,12.73,1,True,Signature required
1303,Bangalore Central,10-12,Wednesday,Package,Business,8.12,2,False,Call before delivery
1304,Bangalore North,12-2,Tuesday,Document,Government,1.38,1,True,No special instructions
1305,Bangalore Central,10-12,Thursday,Package,Individual,11.52,2,True,Signature required
1306,Bangalore North,10-12,Thursday,Package,Individual,13.0,2,False,Leave at doorstep
1307,Bangalore South,10-12,Friday,Document,Individual,5.58,2,True,No special instructions
1308,Bangalore Central,12-2,Wednesday,Letter,Government,3.24,2,True,Leave at doorstep
1309,Bangalore North,12-2,Friday,Letter,Government,12.71,2,True,No special instructions
1310,Bangalore North,10-12,Friday,Package,Individual,13.25,2,True,Leave at doorstep
1311,Bangalore South,10-12,Tuesday,Parcel,Government,1.1,2,False,No special instructions
1312,Bangalore East,12-2,Thursday,Letter,Business,6.78,1,True,Call before delivery
1313,Bangalore North,12-2,Tuesday,Parcel,Business,2.84,2,True,Signature required
1314,Bangalore East,10-12,Wednesday,Package,Individual,5.18,2,False,Leave at doorstep
1315,Bangalore South,10-12,Monday,Document,Business,5.89,2,True,Signature required
1316,Bangalore North,12-2,Saturday,Parcel,Individual,1.61,2,False,Signature required
1317,Bangalore North,12-2,Saturday,Package,Government,8.48,2,False,Leave at doorstep
1318,Bangalore Central,12-2,Saturday,Parcel,Individual,3.95,1,True,Signature required
1319,Bangalore South,3-5,Thursday,Package,Business,12.71,2,True,Call before delivery
1320,Bangalore North,10-12,Friday,Document,Government,4.72,2,True,Leave at doorstep
1321,Bangalore Central,10-12,Tuesday,Letter,Individual,3.01,2,False,Leave at doorstep
1322,Bangalore North,12-2,Friday,Document,Government,4.43,2,False,Call before delivery
1323,Bangalore North,12-2,Saturday,Parcel,Government,4.42,1,True,Signature required
1324,Bangalore South,12-2,Friday,Package,Business,3.09,1,False,No special instructions
1325,Bangalore North,10-12,Friday,Parcel,Government,6.86,2,False,Signature required
1326,Bangalore North,10-12,Tuesday,Package,Individual,14.84,2,True,Signature required
1327,Bangalore North,10-12,Wednesday,Letter,Business,5.0,2,True,Leave at doorstep
1328,Bangalore North,10-12,Friday,Letter,Government,14.97,2,True,Call before delivery
1329,Bangalore South,12-2,Monday,Document,Government,11.88,2,True,Signature required
1330,Bangalore East,12-2,Friday,Document,Government,14.49,1,False,Signature required
1331,Bangalore North,3-5,Wednesday,Letter,Government,10.87,2,False,No special instructions
1332,Bangalore Central,3-5,Thursday,Document,Individual,12.07,2,False,Call before delivery
1333,Bangalore South,10-12,Thursday,Parcel,Government,11.97,2,True,Call before delivery
1334,Bangalore Central,3-5,Friday,Document,Individual,10.57,1,False,Signature required
1335,Bangalore North,3-5,Monday,Package,Government,2.62,1,True,No special instructions
1336,Bangalore South,10-12,Tuesday,Package,Individual,10.49,1,False,Call before delivery
1337,Bangalore North,10-12,Tuesday,Package,Individual,9.8,2,True,Call before delivery
1338,Bangalore North,3-5,Saturday,Letter,Business,13.8,2,False,Leave at doorstep
1339,Bangalore East,12-2,Monday,Document,Government,14.55,1,True,No special instructions
1340,Bangalore South,3-5,Saturday,Letter,Business,12.87,1,False,Signature required
1341,Bangalore South,10-12,Monday,Letter,Government,2.2,2,False,Leave at doorstep
1342,Bangalore Central,3-5,Wednesday,Letter,Individual,10.18,1,False,Call before delivery
1343,Bangalore South,12-2,Saturday,Letter,Government,7.98,2,True,Call before delivery
1344,Bangalore Central,12-2,Tuesday,Package,Individual,1.27,2,True,No special instructions
1345,Bangalore East,12-2,Wednesday,Document,Individual,11.42,2,False,Signature required
1346,Bangalore East,12-2,Thursday,Document,Business,12.96,2,True,Signature required
1347,Bangalore Central,3-5,Saturday,Parcel,Individual,12.22,2,True,Signature required
1348,Bangalore Central,3-5,Monday,Letter,Individual,14.46,2,True,Signature required
1349,Bangalore Central,3-5,Friday,Letter,Business,6.74,2,False,No special instructions
1350,Bangalore North,3-5,Saturday,Parcel,Individual,9.24,2,True,Call before delivery
1351,Bangalore East,3-5,Friday,Document,Individual,7.79,1,False,No special instructions
1352,Bangalore North,3-5,Monday,Letter,Government,7.85,2,False,Signature required
1353,Bangalore South,3-5,Saturday,Parcel,Government,14.22,1,False,Leave at doorstep
1354,Bangalore Central,12-2,Friday,Package,Business,5.68,1,False,Call before delivery
1355,Bangalore South,10-12,Friday,Package,Government,4.77,2,False,No special instructions
1356,Bangalore South,3-5,Saturday,Parcel,Individual,5.94,1,True,No special instructions
1357,Bangalore East,12-2,Thursday,Letter,Government,5.97,1,True,Signature required
1358,Bangalore Central,10-12,Saturday,Package,Government,13.85,2,False,No special instructions
1359,Bangalore East,10-12,Friday,Package,Government,7.93,1,True,Leave at doorstep
1360,Bangalore East,3-5,Thursday,Package,Government,2.11,1,True,Call before delivery
1361,Bangalore East,10-12,Friday,Letter,Business,4.8,2,False,Signature required
1362,Bangalore Central,12-2,Monday,Parcel,Business,9.36,2,False,Leave at doorstep
1363,Bangalore Central,12-2,Friday,Package,Individual,11.95,1,False,No special instructions
1364,Bangalore East,12-2,Tuesday,Package,Individual,3.09,1,True,No special instructions
1365,Bangalore Central,10-12,Monday,Parcel,Business,9.69,2,True,Leave at doorstep
1366,Bangalore South,12-2,Wednesday,Parcel,Government,6.41,1,True,Signature required
1367,Bangalore East,10-12,Tuesday,Parcel,Government,1.22,2,False,Signature required
1368,Bangalore North,12-2,Tuesday,Document,Business,11.67,2,False,Leave at doorstep
1369,Bangalore North,3-5,Thursday,Parcel,Business,1.33,1,False,Leave at doorstep
1370,Bangalore North,3-5,Tuesday,Parcel,Government,4.94,1,True,Signature required
1371,Bangalore South,12-2,Wednesday,Letter,Individual,6.39,1,False,Call before delivery
1372,Bangalore Central,3-5,Saturday,Document,Individual,14.83,1,False,No special instructions
1373,Bangalore South,12-2,Wednesday,Letter,Government,7.85,1,False,Signature required
1374,Bangalore Central,3-5,Saturday,Document,Individual,2.87,1,True,Call before delivery
1375,Bangalore South,12-2,Tuesday,Letter,Individual,5.86,1,True,Signature required
1376,Bangalore South,3-5,Thursday,Document,Business,14.53,1,False,Signature required
1377,Bangalore North,3-5,Wednesday,Letter,Business,8.33,1,True,No special instructions
